HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	SUPERFAMILY	SSF48576	Terpenoid synthases	258	571	1.3E-82	T	02-06-2026	IPR008949	Isoprenoid synthase domain superfamily	-	Reactome:R-BTA-191273|Reactome:R-BTA-6799198|Reactome:R-DDI-191273|Reactome:R-DDI-2142789|Reactome:R-DME-6799198|Reactome:R-HSA-191273|Reactome:R-HSA-1989781|Reactome:R-HSA-2142789|Reactome:R-HSA-2426168|Reactome:R-HSA-6799198|Reactome:R-MMU-191273|Reactome:R-MMU-2142789|Reactome:R-MMU-6799198|Reactome:R-RNO-191273|Reactome:R-RNO-2142789|Reactome:R-RNO-6799198|Reactome:R-SCE-191273|Reactome:R-SCE-2142789|Reactome:R-SPO-191273|Reactome:R-SPO-2142789
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	Pfam	PF01397	Terpene synthase, N-terminal domain	77	223	3.2E-33	T	02-06-2026	IPR001906	Terpene synthase, N-terminal domain	GO:0010333(InterPro)|GO:0016829(InterPro)	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	MobiDBLite	mobidb-lite	consensus disorder prediction	9	23	-	T	02-06-2026	-	-	-	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	Gene3D	G3DSA:1.50.10.130	-	60	270	1.8E-46	T	02-06-2026	IPR036965	Terpene synthase, N-terminal domain superfamily	GO:0010333(InterPro)|GO:0016829(InterPro)	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	73	244	7.61E-42	T	02-06-2026	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	-	Reactome:R-BTA-173736|Reactome:R-BTA-174577|Reactome:R-BTA-198933|Reactome:R-BTA-2514859|Reactome:R-BTA-375276|Reactome:R-BTA-381426|Reactome:R-BTA-418594|Reactome:R-BTA-6798695|Reactome:R-BTA-6803205|Reactome:R-BTA-8873719|Reactome:R-BTA-8957275|Reactome:R-BTA-9648002|Reactome:R-BTA-977606|Reactome:R-CEL-6803205|Reactome:R-CEL-8873719|Reactome:R-DDI-191273|Reactome:R-DDI-6803205|Reactome:R-DDI-8873719|Reactome:R-DDI-9648002|Reactome:R-DME-6798695|Reactome:R-DME-9758881|Reactome:R-DME-9758890|Reactome:R-HSA-114608|Reactome:R-HSA-140837|Reactome:R-HSA-1474228|Reactome:R-HSA-163125|Reactome:R-HSA-166663|Reactome:R-HSA-166665|Reactome:R-HSA-173736|Reactome:R-HSA-174577|Reactome:R-HSA-191273|Reactome:R-HSA-198933|Reactome:R-HSA-2426168|Reactome:R-HSA-2514859|Reactome:R-HSA-3359454|Reactome:R-HSA-3359485|Reactome:R-HSA-375276|Reactome:R-HSA-381426|Reactome:R-HSA-418594|Reactome:R-HSA-6798695|Reactome:R-HSA-6803205|Reactome:R-HSA-8873719|Reactome:R-HSA-8957275|Reactome:R-HSA-8963896|Reactome:R-HSA-9648002|Reactome:R-HSA-9660826|Reactome:R-HSA-9679191|Reactome:R-HSA-9758890|Reactome:R-HSA-977606|Reactome:R-MMU-114608|Reactome:R-MMU-140837|Reactome:R-MMU-1474228|Reactome:R-MMU-163125|Reactome:R-MMU-166663|Reactome:R-MMU-166665|Reactome:R-MMU-173736|Reactome:R-MMU-174577|Reactome:R-MMU-191273|Reactome:R-MMU-198933|Reactome:R-MMU-2514859|Reactome:R-MMU-375276|Reactome:R-MMU-381426|Reactome:R-MMU-418594|Reactome:R-MMU-6798695|Reactome:R-MMU-6803205|Reactome:R-MMU-8873719|Reactome:R-MMU-8957275|Reactome:R-MMU-8963896|Reactome:R-MMU-9648002|Reactome:R-MMU-977606|Reactome:R-RNO-114608|Reactome:R-RNO-140837|Reactome:R-RNO-1474228|Reactome:R-RNO-166663|Reactome:R-RNO-166665|Reactome:R-RNO-173736|Reactome:R-RNO-174577|Reactome:R-RNO-191273|Reactome:R-RNO-198933|Reactome:R-RNO-2514859|Reactome:R-RNO-375276|Reactome:R-RNO-381426|Reactome:R-RNO-418594|Reactome:R-RNO-6798695|Reactome:R-RNO-6803205|Reactome:R-RNO-8873719|Reactome:R-RNO-8957275|Reactome:R-RNO-8963896|Reactome:R-RNO-9648002|Reactome:R-RNO-977606|Reactome:R-SCE-191273|Reactome:R-SCE-6803205|Reactome:R-SCE-8873719|Reactome:R-SCE-9648002|Reactome:R-SPO-191273|Reactome:R-SPO-6803205|Reactome:R-SPO-8873719|Reactome:R-SPO-9648002
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	CDD	cd00684	Terpene_cyclase_plant_C1	77	570	0.0	T	02-06-2026	IPR044814	Terpene cyclases, class 1, plant	GO:0010333(InterPro)|GO:0016102(InterPro)	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	PANTHER	PTHR31739	ENT-COPALYL DIPHOSPHATE SYNTHASE, CHLOROPLASTIC	88	581	0.0	T	02-06-2026	IPR050148	Terpene synthase-like	GO:0000287(PANTHER)|GO:0010333(InterPro)|GO:0010333(PANTHER)|GO:0016102(PANTHER)|GO:0016114(InterPro)	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	FunFam	G3DSA:1.10.600.10:FF:000005	Ent-kaur-16-ene synthase, chloroplastic	272	584	0.0	T	02-06-2026	-	-	-	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	Pfam	PF03936	Terpene synthase family, metal binding domain	288	527	9.0E-64	T	02-06-2026	IPR005630	Terpene synthase, metal-binding domain	GO:0000287(InterPro)|GO:0010333(InterPro)|GO:0016829(InterPro)	-
HORVU.MOREX.r3.2HG0191420.1	bd9392fe656f5feb490b294ee35a19bd	605	Gene3D	G3DSA:1.10.600.10	Farnesyl Diphosphate Synthase	272	587	3.2E-95	T	02-06-2026	IPR008949	Isoprenoid synthase domain superfamily	-	Reactome:R-BTA-191273|Reactome:R-BTA-6799198|Reactome:R-DDI-191273|Reactome:R-DDI-2142789|Reactome:R-DME-6799198|Reactome:R-HSA-191273|Reactome:R-HSA-1989781|Reactome:R-HSA-2142789|Reactome:R-HSA-2426168|Reactome:R-HSA-6799198|Reactome:R-MMU-191273|Reactome:R-MMU-2142789|Reactome:R-MMU-6799198|Reactome:R-RNO-191273|Reactome:R-RNO-2142789|Reactome:R-RNO-6799198|Reactome:R-SCE-191273|Reactome:R-SCE-2142789|Reactome:R-SPO-191273|Reactome:R-SPO-2142789
