"Genotype","ProteinCenterd","StarchCenterd","BetaglucansCenterd","FiberCenterd","flowering_timeCenterd","Tiller.LengthCenterd","Grain_weightCenterd","number_of_grainsCenterd","Number.Of.TillersCenterd","Spike.LengthCenterd"
"01_03",-1.97268460525655,8.13611045796305,-0.373970903614059,-0.311826825799488,10.4215317007864,-7.04844283832404,-0.0286961861055386,-1.36663014643274,-0.71238501799979,-0.640252641588935
"01_05",0.505053734444415,8.01341797469992,-0.560966497915728,-0.380011909220453,2.58525795550454,-4.80799044261935,-0.0197313754599233,-7.07280243059234,-1.01187253753053,-0.596780549656539
"01_06",-0.598960823321298,2.69120554927197,-0.725002935093175,-0.339754996610106,6.21056102526531,0.921992569166078,-0.158842324085447,-2.92285895120354,0.545479146126756,0.369991546365589
"01_07",-0.645347980717563,3.3642998561196,-0.376136606788828,-0.3146996857763,11.1273951560608,0.0865332831502022,-0.0698868265755963,-1.45017656180198,-1.20358672832383,0.358034654197442
"01_08",-1.2282980238943,6.13081927469045,-0.525116371707541,-0.4382036601641,4.45639277086449,3.66782078283881,0.0148428564659389,-3.30375453102575,-0.902321571362936,-0.236888665126961
"01_10",0.580965065378919,-1.86499107259969,-0.134114070105679,-0.0736003077430982,2.66661164312889,-1.16940455304476,0.0501883029270743,-11.1299726233039,-1.20358672832383,0.512274033281547
"01_11",-0.44383790223688,10.0633619038576,0.170680882431889,-0.371674178568008,-0.343474798971896,-1.32816927384069,0.457291657626369,-5.98114493101563,-1.50485188528473,0.468205639257517
"01_12",0.248335415284093,8.35378602331478,-0.00298946809867059,-0.183380428000291,0.307354702022869,0.389889042896863,0.570315228655351,-0.00850480796127064,-1.25836221140763,0.835442256124432
"01_13",-0.330022802324971,6.6675293318488,0.188165626734005,-0.191211148361054,-4.24845180494048,0.528793221611195,0.479383617999502,-4.95137939255799,-1.85605847595209,0.145037416414631
"01_18",-0.031846406165074,5.38330123540323,-0.911794555413203,-0.268147356300149,4.53774645848884,4.84427665057033,0.0693566238485097,-1.24422345411045,0.0843162269223038,0.615100286004283
"02_01",-0.326520390792648,7.63437173874245,-0.272213384985401,-0.146555450951992,-6.85176980891954,4.02094261290148,0.379128608065904,5.75818220740156,-0.874933829821037,1.35691825207545
"02_02",-0.0177651541512372,3.93325746704899,-0.103468812126916,-0.319358273695407,-2.94679280295095,8.46354372526736,0.0343742051718145,-2.47994210025963,0.0288616410616501,0.864821185473786
"02_03",-0.686064058218796,9.59148801827793,-0.572823509799341,-0.163925723144586,-5.46875711930567,5.35617620368893,0.202740328498706,8.64152571508298,-0.272403515899246,1.09250788793127
"02_05",0.683790413644746,-0.372013041175398,-0.199676371109183,0.0841217637656539,-1.88919486383446,16.0908039530888,0.00162193541110585,-4.12756696179187,-0.788611273646992,2.12077041515864
"02_06",0.116525740661456,4.2306912525938,-0.222692923589137,-0.195192213091255,4.13097802036711,11.4252054967625,0.16152347263137,-3.30375453102575,-0.0259138420221492,1.62867334855697
"02_08",0.106174195534023,3.93673702879005,-0.772300297958938,-0.168789399358512,1.03953789064198,8.39507020779108,-0.233065848720251,1.43316694587944,0.384902281106345,0.776684397425726
"02_09",-1.21675327175183,2.45149463483428,-0.341263042425262,-0.210478052620738,-1.64513380096143,8.19184886772692,0.162318014431223,-0.42041102334433,-1.12142350369813,0.952957973521846
"02_11",-0.0111433159102099,5.63084163439586,-0.328708559254378,-0.407804344728603,-2.94679280295095,4.01496430167384,0.130074415345646,7.61176017662533,-1.34052543603333,1.27612619636473
"02_13",-0.284094897289886,-1.11709646834775,-0.126324300006595,-0.0842401403279418,0.0586055222142231,9.1588741563774,-0.292501009609245,-5.15733250024951,-1.03926027907243,1.99771686778974
"02_15",0.882540080091446,0.556263455046962,-0.372649250352471,-0.249387462332148,4.86316120898622,6.31778548858159,0.126563633437871,-0.2144579156528,-0.190240291273547,0.806063326775079
"03_01",0.124806976763402,4.54011675133459,-0.302204650338068,-0.367505313241786,16.1713237887703,-0.964699028434577,0.0159236878084462,2.78331333295606,-0.436729965150643,0.489382133934993
