HvCslF6	HORVU.MOREX.r3.7HG0698110.1	100.000	947	100	0.0	1957
HvCslF6	HORVU.MOREX.r3.7HG0638850.1	52.463	873	88	0.0	941
HvCslF6	HORVU.MOREX.r3.1HG0053630.1	51.843	868	87	0.0	917
HvCslF6	HORVU.MOREX.r3.5HG0444030.1	50.621	885	87	0.0	887
HvCslF6	HORVU.MOREX.r3.2HG0115540.1	49.771	872	88	0.0	870
HvCslF6	HORVU.MOREX.r3.2HG0136670.1	49.070	860	90	0.0	852
HvCslF6	HORVU.MOREX.r3.7HG0711350.1	46.059	977	97	0.0	848
HvCslF6	HORVU.MOREX.r3.2HG0136570.1	47.735	861	90	0.0	824
HvCslF6	HORVU.MOREX.r3.7HG0750850.1	48.775	857	90	0.0	822
HvCslF6	HORVU.MOREX.r3.2HG0136550.1	48.263	835	88	0.0	821
HvCslH1	HORVU.MOREX.r3.2HG0168310.1	99.734	751	100	0.0	1551
HvCslH1	HORVU.MOREX.r3.5HG0488950.1	34.573	726	95	1.40e-129	402
HvCslH1	HORVU.MOREX.r3.5HG0522880.1	33.920	796	97	9.96e-129	409
HvCslH1	HORVU.MOREX.r3.5HG0482670.1	34.539	802	99	4.51e-128	407
HvCslH1	HORVU.MOREX.r3.5HG0488970.1	33.878	735	96	7.82e-128	397
HvCslH1	HORVU.MOREX.r3.2HG0111610.1	34.125	800	97	4.00e-126	402
HvCslH1	HORVU.MOREX.r3.3HG0288960.1	35.092	758	92	1.10e-125	399
HvCslH1	HORVU.MOREX.r3.6HG0550800.1	34.146	779	95	4.77e-125	399
HvCslH1	HORVU.MOREX.r3.1HG0027850.1	34.146	779	95	4.90e-125	399
HvCslH1	HORVU.MOREX.r3.6HG0611060.1	33.241	725	95	1.81e-117	370
HvCslF9	HORVU.MOREX.r3.1HG0024140.1	99.865	741	86	0.0	1539
HvCslF9	HORVU.MOREX.r3.2HG0136550.1	71.498	821	95	0.0	1211
HvCslF9	HORVU.MOREX.r3.2HG0136570.1	67.746	834	97	0.0	1178
HvCslF9	HORVU.MOREX.r3.7HG0750850.1	60.122	820	95	0.0	986
HvCslF9	HORVU.MOREX.r3.2HG0136670.1	56.213	845	98	0.0	970
HvCslF9	HORVU.MOREX.r3.2HG0136680.1	53.430	831	96	0.0	905
HvCslF9	HORVU.MOREX.r3.7HG0698110.1	45.222	900	98	0.0	784
HvCslF9	HORVU.MOREX.r3.2HG0136610.1	63.167	581	67	0.0	768
HvCslF9	HORVU.MOREX.r3.7HG0638850.1	44.497	845	90	0.0	745
HvCslF9	HORVU.MOREX.r3.1HG0053630.1	43.447	847	90	0.0	725
HvCslF7	HORVU.MOREX.r3.5HG0526760.1	97.284	810	100	0.0	1610
HvCslF7	HORVU.MOREX.r3.7HG0638850.1	45.590	873	94	0.0	749
HvCslF7	HORVU.MOREX.r3.1HG0053630.1	45.549	865	93	0.0	734
HvCslF7	HORVU.MOREX.r3.5HG0444030.1	44.432	907	97	0.0	724
HvCslF7	HORVU.MOREX.r3.7HG0750850.1	46.618	828	97	0.0	708
HvCslF7	HORVU.MOREX.r3.2HG0115540.1	44.237	859	94	0.0	700
HvCslF7	HORVU.MOREX.r3.7HG0698110.1	44.674	873	98	0.0	696
HvCslF7	HORVU.MOREX.r3.2HG0136570.1	43.972	846	98	0.0	689
HvCslF7	HORVU.MOREX.r3.2HG0136670.1	43.091	854	99	0.0	679
HvCslF7	HORVU.MOREX.r3.7HG0711350.1	44.000	850	93	0.0	679
HvCslF3	HORVU.MOREX.r3.2HG0136670.1	99.647	851	100	0.0	1761
HvCslF3	HORVU.MOREX.r3.2HG0136680.1	65.253	849	99	0.0	1164
HvCslF3	HORVU.MOREX.r3.2HG0136570.1	57.951	849	99	0.0	1055
HvCslF3	HORVU.MOREX.r3.7HG0750850.1	58.068	818	95	0.0	985
HvCslF3	HORVU.MOREX.r3.2HG0136550.1	57.791	815	95	0.0	984
HvCslF3	HORVU.MOREX.r3.1HG0024140.1	56.208	749	87	0.0	857
HvCslF3	HORVU.MOREX.r3.7HG0698110.1	48.953	860	95	0.0	841
HvCslF3	HORVU.MOREX.r3.2HG0136610.1	59.596	594	69	0.0	749
HvCslF3	HORVU.MOREX.r3.7HG0638850.1	43.779	868	92	0.0	749
HvCslF3	HORVU.MOREX.r3.1HG0053630.1	42.745	889	95	0.0	742
HvCslF4	HORVU.MOREX.r3.7HG0750850.1	82.976	840	96	0.0	1415
HvCslF4	HORVU.MOREX.r3.2HG0136610.1	99.835	605	69	0.0	1268
HvCslF4	HORVU.MOREX.r3.2HG0136570.1	61.222	851	96	0.0	1116
HvCslF4	HORVU.MOREX.r3.2HG0136550.1	61.358	810	92	0.0	1066
HvCslF4	HORVU.MOREX.r3.2HG0136670.1	60.339	827	94	0.0	1061
HvCslF4	HORVU.MOREX.r3.2HG0136680.1	56.029	821	93	0.0	962
HvCslF4	HORVU.MOREX.r3.1HG0024140.1	62.674	718	81	0.0	950
HvCslF4	HORVU.MOREX.r3.7HG0698110.1	50.585	854	92	0.0	862
HvCslF4	HORVU.MOREX.r3.7HG0638850.1	46.698	863	90	0.0	829
HvCslF4	HORVU.MOREX.r3.1HG0053630.1	45.154	877	91	0.0	813
HvCslF8	HORVU.MOREX.r3.2HG0136570.1	100.000	897	100	0.0	1855
HvCslF8	HORVU.MOREX.r3.2HG0136550.1	70.421	808	90	0.0	1212
HvCslF8	HORVU.MOREX.r3.2HG0136670.1	59.398	830	92	0.0	1065
HvCslF8	HORVU.MOREX.r3.1HG0024140.1	69.391	722	79	0.0	1064
HvCslF8	HORVU.MOREX.r3.7HG0750850.1	62.315	812	90	0.0	1060
HvCslF8	HORVU.MOREX.r3.2HG0136680.1	54.338	876	96	0.0	989
HvCslF8	HORVU.MOREX.r3.7HG0698110.1	48.079	859	91	0.0	852
HvCslF8	HORVU.MOREX.r3.2HG0136610.1	62.336	608	68	0.0	820
HvCslF8	HORVU.MOREX.r3.7HG0638850.1	46.065	864	88	0.0	794
HvCslF8	HORVU.MOREX.r3.1HG0053630.1	45.434	865	88	0.0	790
HvCslF10	HORVU.MOREX.r3.2HG0136680.1	99.431	879	100	0.0	1812
HvCslF10	HORVU.MOREX.r3.2HG0136670.1	65.558	842	96	0.0	1178
HvCslF10	HORVU.MOREX.r3.2HG0136570.1	53.881	876	98	0.0	988
HvCslF10	HORVU.MOREX.r3.7HG0750850.1	54.765	829	93	0.0	929
HvCslF10	HORVU.MOREX.r3.2HG0136550.1	54.214	795	90	0.0	902
HvCslF10	HORVU.MOREX.r3.1HG0024140.1	54.114	717	80	0.0	810
HvCslF10	HORVU.MOREX.r3.7HG0698110.1	44.432	880	95	0.0	755
HvCslF10	HORVU.MOREX.r3.7HG0638850.1	41.432	852	88	0.0	717
HvCslF10	HORVU.MOREX.r3.1HG0053630.1	40.830	867	90	0.0	712
HvCslF10	HORVU.MOREX.r3.2HG0115540.1	41.183	845	88	0.0	696
HvGlb1_EI	HORVU.MOREX.r3.1HG0059470.1	100.000	334	100	0.0	674
HvGlb1_EI	HORVU.MOREX.r3.7HG0750120.1	91.317	334	100	0.0	608
HvGlb1_EI	HORVU.MOREX.r3.3HG0319130.1	65.350	329	98	2.66e-137	392
HvGlb1_EI	HORVU.MOREX.r3.3HG0318990.1	66.019	309	92	2.68e-132	379
HvGlb1_EI	HORVU.MOREX.r3.3HG0318820.1	52.994	334	99	4.80e-116	339
HvGlb1_EI	HORVU.MOREX.r3.3HG0318610.1	52.493	341	100	4.87e-116	339
HvGlb1_EI	HORVU.MOREX.r3.3HG0318900.1	52.679	336	98	1.12e-113	333
HvGlb1_EI	HORVU.MOREX.r3.3HG0319100.1	52.367	338	100	1.58e-109	322
HvGlb1_EI	HORVU.MOREX.r3.3HG0319010.1	51.335	337	100	7.28e-107	315
HvGlb1_EI	HORVU.MOREX.r3.3HG0318620.1	52.059	340	100	1.27e-104	310
